id,time,from_cell_tower,from_number,to_cell_tower,to_number,call_length
pc@co@02@000097,226795,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000098,226967,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000099,227118,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000100,227509,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000101,227865,26503.12036,+39 15 42824010,500631.24304,+39 7046 53021325,95
pc@co@02@000102,220865,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000103,221150,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000104,221287,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000105,221468,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000106,221582,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000107,221949,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000108,222392,27351.12035,+39 15 42824010,500631.24304,+39 7046 53021325,108
pc@co@02@000109,211496,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000110,211727,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000111,211837,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000112,211969,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000113,212039,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000114,212463,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000115,212849,27351.12035,+39 15 42824010,500631.24304,+39 7046 53021325,144
pc@co@02@000116,206979,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000117,207202,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000118,207325,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000119,207489,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000120,207656,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000121,208151,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000122,208543,27351.12035,+39 15 42824010,500631.24304,+39 7046 53021325,139
pc@co@02@000123,222481,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000124,222744,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000125,222862,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000126,222964,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000127,223140,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000128,223488,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000129,224037,27351.12035,+39 15 42824010,500631.24304,+39 7046 53021325,66
pc@co@02@000130,220433,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000131,220658,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000132,220825,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000133,220989,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000134,221165,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000135,221560,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000136,221841,27351.12035,+39 15 42824010,500631.24304,+39 7046 53021325,147
pc@co@02@000137,211016,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000138,211241,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000139,211332,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000140,211466,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000141,211570,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000142,211999,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000143,212646,29140.12032,+39 15 42824010,500631.24304,+39 7046 53021325,128
pc@co@02@000144,230571,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000145,230839,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000146,230958,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000147,231096,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000148,231237,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000149,231569,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000150,232111,500075.10916,+39 15 42824010,500631.24304,+39 7046 53021325,153
pc@co@02@000151,224678,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000152,224985,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000153,225062,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000154,225156,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000155,225318,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000156,225592,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000157,225909,4144.15012,+39 15 42824010,500631.24304,+39 7046 53021325,109
pc@co@02@000158,207090,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000159,207306,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000160,207372,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000161,207501,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000162,207631,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000163,207948,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000164,208570,5387.15014,+39 15 42824010,500631.24304,+39 7046 53021325,172
pc@co@02@000165,217331,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000166,217539,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000167,217629,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000168,217672,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000169,217825,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000170,218100,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000171,218646,5387.15014,+39 15 42824010,500631.24304,+39 7046 53021325,96
pc@co@02@000172,211430,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000173,211695,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000174,211837,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000175,211928,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000176,212011,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000177,212361,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000178,212898,5387.15014,+39 15 42824010,500631.24304,+39 7046 53021325,86
pc@co@02@000179,227716,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000180,227971,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000181,228022,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000182,228127,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000183,228267,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000184,228656,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000185,229078,501871.10919,+39 15 42824010,500631.24304,+39 7046 53021325,123
pc@co@02@000186,214329,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000187,214573,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000188,214706,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000189,214821,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000190,214926,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000191,215297,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000192,215776,501871.10919,+39 15 42824010,500631.24304,+39 7046 53021325,145
pc@co@02@000193,224018,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000194,224217,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000195,224390,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000196,224541,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000197,224661,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000198,224975,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000199,225559,2241.15011,+39 15 42824010,500631.24304,+39 7046 53021325,72
pc@co@02@000200,222049,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000201,222329,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000202,222433,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000203,222544,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000204,222646,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000205,222976,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000206,223417,1605.15012,+39 15 42824010,500631.24304,+39 7046 53021325,130
pc@co@02@000207,214885,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000208,215149,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000209,215243,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000210,215292,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000211,215408,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000212,215644,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000213,216195,501871.10919,+39 15 42824010,500631.24304,+39 7046 53021325,49
pc@co@02@000214,217651,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000215,217954,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000216,218079,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000217,218254,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000218,218338,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000219,218703,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000220,219243,26503.12036,+39 15 42824010,500631.24304,+39 7046 53021325,91
pc@co@02@000221,231517,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000222,231837,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000223,231979,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000224,232128,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000225,232245,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000226,232696,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000227,233253,500707.24676,+39 15 42824010,500631.24304,+39 7046 53021325,124
pc@co@02@000228,229942,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000229,230175,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000230,230273,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000231,230410,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000232,230530,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000233,230953,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000234,231440,678.148,+39 15 42824010,500631.24304,+39 7046 53021325,125
pc@co@02@000235,224440,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000236,224630,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000237,224717,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000238,224807,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000239,224915,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000240,225262,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000241,225848,2856.148,+39 15 42824010,500631.24304,+39 7046 53021325,88
pc@co@02@000242,219886,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@02@000243,220102,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@02@000244,220214,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@02@000245,220356,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@02@000246,220412,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@02@000247,220793,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@02@000248,221521,2856.148,+39 15 42824010,500631.24304,+39 7046 53021325,156
pc@co@02@000249,210440,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@02@000250,210708,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@02@000251,210831,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@02@000252,211045,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@02@000253,211160,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@02@000254,211574,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@02@000255,211887,500159.10917,+39 56 46256015,500631.24304,+39 7046 53021325,165
pc@co@02@000256,214778,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@02@000257,215030,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@02@000258,215127,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@02@000259,215342,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@02@000260,215457,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@02@000261,215696,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@02@000262,215978,617.15012,+39 56 46256015,500631.24304,+39 7046 53021325,71
pc@co@02@000263,222782,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@02@000264,223015,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@02@000265,223152,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@02@000266,223305,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@02@000267,223456,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@02@000268,223879,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@02@000269,224326,1314.15011,+39 56 46256015,500631.24304,+39 7046 53021325,142
pc@co@02@000270,221459,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@02@000271,221669,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@02@000272,221811,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@02@000273,222029,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@02@000274,222151,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@02@000275,222514,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@02@000276,222805,617.15012,+39 56 46256015,500631.24304,+39 7046 53021325,84
pc@co@02@000277,225230,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@02@000278,225475,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@02@000279,225638,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@02@000280,225850,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@02@000281,225944,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@02@000282,226280,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@02@000283,226718,1506.61208,+39 56 46256015,500631.24304,+39 7046 53021325,143
pc@co@02@000284,229961,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@02@000285,230238,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@02@000286,230404,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@02@000287,230602,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@02@000288,230719,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@02@000289,231083,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@02@000290,231451,1558.61208,+39 56 46256015,500631.24304,+39 7046 53021325,104
pc@co@02@000291,213443,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@02@000292,213673,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@02@000293,213786,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@02@000294,214058,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@02@000295,214182,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@02@000296,214536,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@02@000297,214896,27965.12037,+39 56 46256015,500631.24304,+39 7046 53021325,146
pc@co@02@000298,218916,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@02@000299,219189,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@02@000300,219276,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@02@000301,219456,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@02@000302,219568,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@02@000303,220017,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@02@000304,220283,501405.10917,+39 56 46256015,500631.24304,+39 7046 53021325,136
pc@co@02@000305,216234,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@02@000306,216526,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
