id,time,from_cell_tower,from_number,to_cell_tower,to_number,call_length
pc@co@03@000196,311258,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@03@000197,311387,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@03@000198,311617,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@03@000199,311723,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@03@000200,312022,26194.12032,+39 341 79 19 0376,500631.24304,+39 7046 53021325,95
pc@co@03@000201,319059,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@03@000202,319181,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@03@000203,319215,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@03@000204,319443,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@03@000205,319566,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@03@000206,319799,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@03@000207,319912,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@03@000208,320328,26194.12032,+39 341 79 19 0376,500631.24304,+39 7046 53021325,114
pc@co@03@000209,319726,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@03@000210,319794,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@03@000211,319897,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@03@000212,320109,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@03@000213,320190,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@03@000214,320484,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@03@000215,320634,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@03@000216,321061,501303.10919,+39 341 79 19 0376,500631.24304,+39 7046 53021325,159
pc@co@03@000217,300770,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@03@000218,300896,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@03@000219,301006,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@03@000220,301195,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@03@000221,301370,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@03@000222,301632,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@03@000223,301732,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@03@000224,302163,501303.10919,+39 341 79 19 0376,500631.24304,+39 7046 53021325,104
pc@co@03@000225,319933,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@03@000226,320049,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@03@000227,320130,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@03@000228,320323,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@03@000229,320414,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@03@000230,320691,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@03@000231,320808,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@03@000232,321215,501303.10919,+39 341 79 19 0376,500631.24304,+39 7046 53021325,158
pc@co@03@000233,307881,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@03@000234,307998,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@03@000235,308132,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@03@000236,308275,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@03@000237,308352,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@03@000238,308656,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@03@000239,308742,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@03@000240,309152,501127.10919,+39 341 79 19 0376,500631.24304,+39 7046 53021325,198
pc@co@03@000241,298028,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@03@000242,298155,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@03@000243,298250,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@03@000244,298398,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@03@000245,298503,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@03@000246,298735,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@03@000247,298868,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@03@000248,299224,4823.15011,+39 341 79 19 0376,500631.24304,+39 7046 53021325,120
pc@co@03@000249,306023,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@03@000250,306111,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@03@000251,306242,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@03@000252,306472,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@03@000253,306629,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@03@000254,306887,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@03@000255,307000,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@03@000256,307559,4823.15011,+39 341 79 19 0376,500631.24304,+39 7046 53021325,148
pc@co@03@000257,307903,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@03@000258,308017,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@03@000259,308128,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@03@000260,308325,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@03@000261,308398,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@03@000262,308600,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@03@000263,308724,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@03@000264,309252,501260.10919,+39 341 79 19 0376,500631.24304,+39 7046 53021325,111
pc@co@03@000265,295573,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@03@000266,295705,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@03@000267,295846,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@03@000268,296172,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@03@000269,296263,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@03@000270,296566,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@03@000271,296680,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@03@000272,297144,501870.10919,+39 341 79 19 0376,500631.24304,+39 7046 53021325,129
pc@co@03@000273,317697,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@03@000274,317796,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@03@000275,317939,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@03@000276,318264,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@03@000277,318355,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@03@000278,318607,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@03@000279,318784,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@03@000280,319116,501870.10919,+39 341 79 19 0376,500631.24304,+39 7046 53021325,154
pc@co@03@000281,301313,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@03@000282,301421,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@03@000283,301588,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@03@000284,301795,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@03@000285,301954,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@03@000286,302238,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@03@000287,302411,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@03@000288,302921,501479.10919,+39 341 79 19 0376,500631.24304,+39 7046 53021325,125
pc@co@03@000289,308595,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@03@000290,308725,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@03@000291,308871,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@03@000292,309190,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@03@000293,309322,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@03@000294,309630,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@03@000295,309712,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@03@000296,309964,501068.10919,+39 341 79 19 0376,500631.24304,+39 7046 53021325,91
pc@co@03@000297,311644,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@03@000298,311722,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@03@000299,311913,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@03@000300,312197,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@03@000301,312317,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@03@000302,312652,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@03@000303,312747,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@03@000304,313204,29038.12034,+39 341 79 19 0376,500631.24304,+39 7046 53021325,183
