id,time,from_cell_tower,from_number,to_cell_tower,to_number,call_length
pc@co@04@000027,399865,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@04@000028,400170,2020.61228,+39 341 79 19 0376,500631.24304,+39 7046 53021325,173
pc@co@04@000029,382403,2850.102,+39 637 9942880,500631.24304,+39 16 2893288,0
pc@co@04@000030,382668,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@04@000031,382785,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@04@000032,382870,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@04@000033,383220,4108.15011,+39 961 4403833,500631.24304,+39 77 37705458,0
pc@co@04@000034,383426,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@04@000035,383907,2020.61228,+39 341 79 19 0376,500631.24304,+39 7046 53021325,112
pc@co@04@000036,389896,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@04@000037,390228,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@04@000038,390428,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@04@000039,390580,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@04@000040,390813,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@04@000041,390966,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@04@000042,391072,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@04@000043,391625,1123.15012,+39 15 42824010,500631.24304,+39 7046 53021325,140
pc@co@04@000044,379584,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@04@000045,379844,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@04@000046,380134,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@04@000047,380267,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@04@000048,380529,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@04@000049,380592,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@04@000050,380714,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@04@000051,381160,1123.15012,+39 15 42824010,500631.24304,+39 7046 53021325,132
pc@co@04@000052,378417,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@04@000053,378594,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@04@000054,378862,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@04@000055,379006,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@04@000056,379186,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@04@000057,379286,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@04@000058,379453,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@04@000059,379847,1123.15012,+39 15 42824010,500631.24304,+39 7046 53021325,146
pc@co@04@000060,395432,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@04@000061,395643,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@04@000062,395816,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@04@000063,396001,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@04@000064,396121,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@04@000065,396207,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@04@000066,396336,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@04@000067,396759,1123.15012,+39 15 42824010,500631.24304,+39 7046 53021325,159
pc@co@04@000068,392306,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@04@000069,392468,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@04@000070,392671,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@04@000071,392811,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@04@000072,393053,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@04@000073,393206,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@04@000074,393269,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@04@000075,393747,1479.61224,+39 15 42824010,500631.24304,+39 7046 53021325,99
pc@co@04@000076,403298,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@04@000077,403418,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@04@000078,403773,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@04@000079,403903,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@04@000080,404639,501687.24271,+39 56 46256015,500631.24304,+39 7046 53021325,144
pc@co@04@000081,398857,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@04@000082,398983,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@04@000083,399325,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@04@000084,399457,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@04@000085,400095,501687.24271,+39 56 46256015,500631.24304,+39 7046 53021325,88
pc@co@04@000086,405361,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@04@000087,405515,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@04@000088,405906,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@04@000089,405999,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@04@000090,406706,29117.12000,+39 56 46256015,500631.24304,+39 7046 53021325,114
pc@co@04@000091,399150,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@04@000092,399266,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@04@000093,399538,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@04@000094,399680,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@04@000095,400330,29117.12000,+39 56 46256015,500631.24304,+39 7046 53021325,110
pc@co@04@000096,397778,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@04@000097,397890,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@04@000098,398140,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@04@000099,398285,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@04@000100,398927,604.152,+39 56 46256015,500631.24304,+39 7046 53021325,131
pc@co@04@000101,378496,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@04@000102,378588,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@04@000103,378938,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@04@000104,379008,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@04@000105,379693,604.152,+39 56 46256015,500631.24304,+39 7046 53021325,160
pc@co@04@000106,403983,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@04@000107,404094,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@04@000108,404429,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@04@000109,404525,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@04@000110,405343,26275.12001,+39 56 46256015,500631.24304,+39 7046 53021325,143
pc@co@04@000111,393493,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@04@000112,393601,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@04@000113,394111,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@04@000114,394215,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@04@000115,395151,29117.12000,+39 56 46256015,500631.24304,+39 7046 53021325,121
