id,time,from_cell_tower,from_number,to_cell_tower,to_number,call_length
pc@co@01@000127,142730,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@01@000128,143078,6292.15012,+39 15 42824010,500631.24304,+39 7046 53021325,122
pc@co@01@000129,141593,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@01@000130,141702,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@01@000131,141841,2850.102,+39 637 9942880,500631.24304,+39 16 2893288,0
pc@co@01@000132,141950,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@01@000133,142227,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@01@000134,142330,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@01@000135,142426,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@01@000136,142855,6292.15012,+39 15 42824010,500631.24304,+39 7046 53021325,186
pc@co@01@000137,142523,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@01@000138,142654,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@01@000139,142751,2850.102,+39 637 9942880,500631.24304,+39 16 2893288,0
pc@co@01@000140,142910,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@01@000141,143146,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@01@000142,143259,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@01@000143,143395,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@01@000144,143764,6292.15012,+39 15 42824010,500631.24304,+39 7046 53021325,77
pc@co@01@000145,135620,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@01@000146,135769,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@01@000147,135940,2850.102,+39 637 9942880,500631.24304,+39 16 2893288,0
pc@co@01@000148,136040,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@01@000149,136291,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@01@000150,136409,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@01@000151,136509,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@01@000152,136854,1392.102,+39 15 42824010,500631.24304,+39 7046 53021325,91
pc@co@01@000153,146614,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@01@000154,146796,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@01@000155,146861,2850.102,+39 637 9942880,500631.24304,+39 16 2893288,0
pc@co@01@000156,146985,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@01@000157,147147,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@01@000158,147272,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@01@000159,147407,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@01@000160,147888,500148.10916,+39 15 42824010,500631.24304,+39 7046 53021325,131
pc@co@01@000161,143079,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@01@000162,143138,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@01@000163,143312,2850.102,+39 637 9942880,500631.24304,+39 16 2893288,0
pc@co@01@000164,143461,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@01@000165,143656,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@01@000166,143748,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@01@000167,143892,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@01@000168,144221,29675.12037,+39 15 42824010,500631.24304,+39 7046 53021325,139
pc@co@01@000169,141223,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@01@000170,141348,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@01@000171,141462,2850.102,+39 637 9942880,500631.24304,+39 16 2893288,0
pc@co@01@000172,141613,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@01@000173,141848,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@01@000174,141923,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@01@000175,142107,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@01@000176,142574,29675.12037,+39 15 42824010,500631.24304,+39 7046 53021325,139
pc@co@01@000177,129947,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@01@000178,130121,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@01@000179,130210,2850.102,+39 637 9942880,500631.24304,+39 16 2893288,0
pc@co@01@000180,130289,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@01@000181,130434,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@01@000182,130609,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@01@000183,130742,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@01@000184,131046,29675.12037,+39 15 42824010,500631.24304,+39 7046 53021325,128
pc@co@01@000185,136604,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@01@000186,136764,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@01@000187,136894,2850.102,+39 637 9942880,500631.24304,+39 16 2893288,0
pc@co@01@000188,137046,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@01@000189,137299,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@01@000190,137434,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@01@000191,137562,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@01@000192,137834,28766.12037,+39 15 42824010,500631.24304,+39 7046 53021325,98
pc@co@01@000193,127525,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@01@000194,127688,29705.12000,+39 961 4403833,500631.24304,+39 09 7397991,0
pc@co@01@000195,127860,2850.102,+39 637 9942880,500631.24304,+39 16 2893288,0
pc@co@01@000196,127990,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@01@000197,128184,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@01@000198,128271,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@01@000199,128413,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@01@000200,128731,28766.12037,+39 15 42824010,500631.24304,+39 7046 53021325,48
pc@co@01@000201,135117,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000202,135548,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000203,135821,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000204,135986,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000205,136109,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000206,136363,1249.61208,+39 56 46256015,500631.24304,+39 7046 53021325,121
pc@co@01@000207,128912,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000208,129315,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000209,129549,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000210,129736,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000211,129879,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000212,130306,501474.24674,+39 56 46256015,500631.24304,+39 7046 53021325,153
pc@co@01@000213,128450,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000214,128900,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000215,129141,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000216,129401,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000217,129532,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000218,130029,2180.15011,+39 56 46256015,500631.24304,+39 7046 53021325,134
pc@co@01@000219,139807,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000220,140228,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000221,140468,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000222,140647,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000223,140809,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000224,141259,2180.15011,+39 56 46256015,500631.24304,+39 7046 53021325,92
pc@co@01@000225,145785,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000226,146208,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000227,146477,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000228,146740,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000229,146885,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000230,147241,501909.24674,+39 56 46256015,500631.24304,+39 7046 53021325,118
pc@co@01@000231,138262,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000232,138757,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000233,138959,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000234,139213,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000235,139343,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000236,139735,1344.10013,+39 56 46256015,500631.24304,+39 7046 53021325,149
pc@co@01@000237,120943,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000238,121528,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000239,121822,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000240,122053,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000241,122200,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000242,122506,1344.10013,+39 56 46256015,500631.24304,+39 7046 53021325,123
pc@co@01@000243,144495,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000244,145013,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000245,145292,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000246,145509,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000247,145646,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000248,145920,1344.10013,+39 56 46256015,500631.24304,+39 7046 53021325,97
pc@co@01@000249,138852,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000250,139357,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000251,139618,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000252,139896,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000253,139954,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000254,140453,1249.61208,+39 56 46256015,500631.24304,+39 7046 53021325,137
pc@co@01@000255,142808,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000256,143326,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000257,143528,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000258,143759,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000259,143904,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000260,144315,1249.61208,+39 56 46256015,500631.24304,+39 7046 53021325,163
pc@co@01@000261,136140,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000262,136689,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000263,136967,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000264,137157,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000265,137246,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000266,137589,1249.61208,+39 56 46256015,500631.24304,+39 7046 53021325,140
pc@co@01@000267,138386,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000268,138834,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000269,139085,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000270,139287,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000271,139424,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000272,139841,1249.61208,+39 56 46256015,500631.24304,+39 7046 53021325,126
pc@co@01@000273,141148,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000274,141511,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000275,141784,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000276,141992,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000277,142139,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000278,142554,500160.10917,+39 56 46256015,500631.24304,+39 7046 53021325,179
pc@co@01@000279,143899,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000280,144384,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000281,144683,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000282,144889,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000283,145031,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000284,145391,2180.15011,+39 56 46256015,500631.24304,+39 7046 53021325,133
pc@co@01@000285,137140,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000286,137656,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000287,137911,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000288,138091,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000289,138258,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000290,138694,2180.15011,+39 56 46256015,500631.24304,+39 7046 53021325,160
pc@co@01@000291,138441,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000292,138806,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000293,139008,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000294,139249,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000295,139358,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000296,139879,590.147,+39 56 46256015,500631.24304,+39 7046 53021325,120
pc@co@01@000297,146047,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000298,146508,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000299,146813,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@01@000300,147071,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@01@000301,147128,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@01@000302,147393,501418.10918,+39 56 46256015,500631.24304,+39 7046 53021325,166
pc@co@01@000303,127049,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@01@000304,127519,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@01@000305,127765,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
