id,time,from_cell_tower,from_number,to_cell_tower,to_number,call_length
pc@co@05@000160,480004,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000161,480266,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000162,480420,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000163,480761,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000164,480865,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000165,481189,360.15011,+39 15 42824010,500631.24304,+39 7046 53021325,70
pc@co@05@000166,474768,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000167,475089,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000168,475173,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000169,475562,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000170,475650,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000171,476055,26642.12032,+39 15 42824010,500631.24304,+39 7046 53021325,105
pc@co@05@000172,492822,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000173,493035,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000174,493136,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000175,493512,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000176,493570,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000177,494026,27347.12035,+39 15 42824010,500631.24304,+39 7046 53021325,100
pc@co@05@000178,476195,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000179,476413,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000180,476563,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000181,476953,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000182,477061,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000183,477380,360.15011,+39 15 42824010,500631.24304,+39 7046 53021325,108
pc@co@05@000184,483138,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000185,483399,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000186,483539,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000187,483853,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000188,483978,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000189,484257,360.15011,+39 15 42824010,500631.24304,+39 7046 53021325,156
pc@co@05@000190,492059,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000191,492246,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000192,492378,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000193,492812,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000194,492961,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000195,493415,501229.24675,+39 15 42824010,500631.24304,+39 7046 53021325,183
pc@co@05@000196,484460,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000197,484710,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000198,484864,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000199,485181,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000200,485359,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000201,485828,27347.12035,+39 15 42824010,500631.24304,+39 7046 53021325,161
pc@co@05@000202,466136,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000203,466364,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000204,466467,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000205,466866,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000206,466949,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000207,467310,27347.12035,+39 15 42824010,500631.24304,+39 7046 53021325,147
pc@co@05@000208,473899,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000209,474162,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000210,474294,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000211,474671,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000212,474799,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000213,475244,360.15011,+39 15 42824010,500631.24304,+39 7046 53021325,79
pc@co@05@000214,469873,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000215,470186,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000216,470317,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000217,470806,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000218,470937,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000219,471416,27345.12035,+39 15 42824010,500631.24304,+39 7046 53021325,112
pc@co@05@000220,483645,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000221,483938,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000222,484077,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000223,484443,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000224,484517,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000225,484849,20156.12035,+39 15 42824010,500631.24304,+39 7046 53021325,105
pc@co@05@000226,473166,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000227,473402,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000228,473519,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000229,473899,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000230,474049,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000231,474420,27345.12035,+39 15 42824010,500631.24304,+39 7046 53021325,106
pc@co@05@000232,479055,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000233,479296,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000234,479386,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000235,479788,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000236,479883,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000237,480177,4187.15011,+39 15 42824010,500631.24304,+39 7046 53021325,116
pc@co@05@000238,472611,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000239,472841,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000240,473015,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000241,473392,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000242,473506,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000243,473839,501483.24673,+39 15 42824010,500631.24304,+39 7046 53021325,165
pc@co@05@000244,466580,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000245,466763,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000246,466838,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000247,467210,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000248,467337,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000249,467654,2598.61224,+39 15 42824010,500631.24304,+39 7046 53021325,55
pc@co@05@000250,471728,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000251,471971,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000252,472096,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000253,472526,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000254,472602,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000255,473026,2598.61224,+39 15 42824010,500631.24304,+39 7046 53021325,170
pc@co@05@000256,466847,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000257,467076,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000258,467261,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000259,467628,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000260,467741,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000261,468108,2598.61224,+39 15 42824010,500631.24304,+39 7046 53021325,148
pc@co@05@000262,485121,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000263,485312,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000264,485420,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000265,485768,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000266,485942,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000267,486162,29943.12035,+39 15 42824010,500631.24304,+39 7046 53021325,132
pc@co@05@000268,488801,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000269,489081,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000270,489229,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000271,489594,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000272,489736,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000273,490110,2598.61224,+39 15 42824010,500631.24304,+39 7046 53021325,126
pc@co@05@000274,491701,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000275,491933,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000276,492044,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000277,492489,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000278,492644,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000279,492985,501483.24673,+39 15 42824010,500631.24304,+39 7046 53021325,72
pc@co@05@000280,470088,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000281,470338,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000282,470451,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000283,470810,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000284,470937,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000285,471370,501483.24673,+39 15 42824010,500631.24304,+39 7046 53021325,84
pc@co@05@000286,486315,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000287,486521,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000288,486648,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000289,486979,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000290,487135,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000291,487467,501483.24673,+39 15 42824010,500631.24304,+39 7046 53021325,153
pc@co@05@000292,477264,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000293,477573,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000294,477666,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000295,478034,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000296,478135,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000297,478611,501419.24673,+39 15 42824010,500631.24304,+39 7046 53021325,151
pc@co@05@000298,469034,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000299,469334,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000300,469464,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000301,469824,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000302,469967,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000303,470363,27352.12035,+39 15 42824010,500631.24304,+39 7046 53021325,167
pc@co@05@000304,481872,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
